web-scraper-order,web-scraper-start-url,Category,Category-href,products-link,products-link-href,products-name,products-price,products-image-src,products-rating,products-review
1605350480-353,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Head & Shoulders - Anti-Hairfall Anti-Dandruff Shampoo - 180ml,https://www.banglashoppers.com/head-shoulders-anti-hairfall-anti-dandruff-shampoo-180ml.html,Head & Shoulders - Anti-Hairfall Anti-Dandruff Shampoo - 180ml,240,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a1644_1.jpg,0,0
1605344772-39,https://www.banglashoppers.com/,Grooming Shop,https://www.banglashoppers.com/grooming-shop.html,Nivea Men Deep Impact Smooth Shaving Foam - 200ml,https://www.banglashoppers.com/nivea-men-deep-impact-smooth-shaving-foam-200ml.html,Nivea Men Deep Impact Smooth Shaving Foam - 200ml,330,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/1/_/1._dishavingfoam200.png,0,0
1605344318-7,https://www.banglashoppers.com/,Home & Lifestyle,https://www.banglashoppers.com/home-lifestyle.html,Dettol Antiseptic Liquid Brown 500ml,https://www.banglashoppers.com/dettol-antiseptic-liquid-brown-500ml.html,Dettol Antiseptic Liquid Brown 500ml,165,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/8/9/8941102833511_1.jpg,0,0
1605347813-132,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,Ossum Deodorant Roll On For Women - Desire - 50ml,https://www.banglashoppers.com/ossum-deodorant-roll-on-for-women-desire-50ml.html,Ossum Deodorant Roll On For Women - Desire - 50ml,162,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/o/s/ossum_deodorant_roll_on_for_women_-_desire_-_50ml_1.jpg,0,0
1605351143-397,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Clear Shampoo Anti Hairfall Anti Dandruff 350ml - Free Water Bottle,https://www.banglashoppers.com/clear-shampoo-anti-hairfall-anti-dandruff-350ml-free-water-bottle.html,Clear Shampoo Anti Hairfall Anti Dandruff 350ml - Free Water Bottle,340,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/8/9/8941102312085.jpg,0,0
1605348193-169,https://www.banglashoppers.com/,Mens Products,https://www.banglashoppers.com/mens-products.html,Nivea Men Fresh Protect Body Deodorizer Sprint - 120ml,https://www.banglashoppers.com/nivea-men-fresh-protect-body-deodorizer-sprint-120ml.html,Nivea Men Fresh Protect Body Deodorizer Sprint - 120ml,400,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/1/_/1_7.jpg,0,0
1605353332-520,https://www.banglashoppers.com/,Health & Beauty Shop,https://www.banglashoppers.com/health-and-beauty.html,The Body Shop - Tea Tree Skin Clearing Clay Mask - 100ml,https://www.banglashoppers.com/the-body-shop-tea-tree-skin-clearing-clay-mask-100ml.html,The Body Shop - Tea Tree Skin Clearing Clay Mask - 100ml,1250,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/t/h/the_body_shop_-_tea_tree_skin_clearing_clay_mask_-_100ml_uk_01.jpeg,0,0
1605350373-341,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Ogx - Clarify & Shine Apple Cider Vinegar Conditioner - 385ml,https://www.banglashoppers.com/ogx-clarify-shine-apple-cider-vinegar-conditioner-385ml.html,Ogx - Clarify & Shine Apple Cider Vinegar Conditioner - 385ml,1250,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a1577.jpg,0,0
1605353759-618,https://www.banglashoppers.com/,Makeup Shop,https://www.banglashoppers.com/makeup-shop.html,W7 Taxi Without Limits 25 Color Bold & Brilliant Pigments Eye Shadow Palette,https://www.banglashoppers.com/w7-taxi-without-limits-25-color-bold-brilliant-pigments-eye-shadow-palette.html,W7 Taxi Without Limits 25 Color Bold & Brilliant Pigments Eye Shadow Palette,1550,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/w/7/w7_taxi_without_limits_25_color_bold_brilliant_pigments_eye_shadow_palette.jpg,0,0
1605354811-689,https://www.banglashoppers.com/,Hot Offers!,https://www.banglashoppers.com/hot-offers.html,Revuele Hydralift Body Lotion + Beauty Formula Aloe Wax Strip Combo,https://www.banglashoppers.com/revuele-hydralift-body-lotion-beauty-formula-aloe-wax-strip-combo.html,Revuele Hydralift Body Lotion + Beauty Formula Aloe Wax Strip Combo,899,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/w/a/wax_strips_and_body_lotion_combo.jpg,0,0
1605354191-652,https://www.banglashoppers.com/,Editors Choice,https://www.banglashoppers.com/editors-choice.html,Vollare Intensive Underarm & Intimate Area Whitening Cream - High Performance Concentrate Serum - 50ml,https://www.banglashoppers.com/vollare-intensive-underarm-intimate-area-whitening-cream-high-performance-concentrate-serum-50ml.html,Vollare Intensive Underarm & Intimate Area Whitening Cream - High Performance Concentrate Serum - 50ml,1250,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/v/o/vollare_intensive_underarm_intimate_area_whitening_cream_-_high_performance_concentrate_serum_-_50ml_1.jpg,0,0
1605353192-487,https://www.banglashoppers.com/,Health & Beauty Shop,https://www.banglashoppers.com/health-and-beauty.html,Aveeno Skin Relief Dry Skin Body Wash - Lavender - 354ml,https://www.banglashoppers.com/aveeno-skin-relief-dry-skin-body-wash-lavender-354ml.html,Aveeno Skin Relief Dry Skin Body Wash - Lavender - 354ml,1499,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/a/v/aveeno-lavender-scented-12-fl-oz.-01.jpg,0,0
1605348491-201,https://www.banglashoppers.com/,Mens Products,https://www.banglashoppers.com/mens-products.html,Nivea - Men Sensitive Cool Shaving Gel - 200ml,https://www.banglashoppers.com/nivea-men-sensitive-cool-shaving-gel-200ml.html,Nivea - Men Sensitive Cool Shaving Gel - 200ml,425,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a1731.jpg,0,0
1605349508-283,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Johnson's Baby Oil with Shea & Cocoa Butter - 414 ml,https://www.banglashoppers.com/johnson-s-baby-oil-with-shea-cocoa-butter-414-ml.html,Johnson's Baby Oil with Shea & Cocoa Butter - 414 ml,1299,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/j/o/johnson_s_baby_oil_with_shea_cocoa_butter_-_414_ml.jpeg,0,0
1605348078-158,https://www.banglashoppers.com/,Mens Products,https://www.banglashoppers.com/mens-products.html,Studio X Ultimate Hold Styling Hair Gel For Men - 100ml,https://www.banglashoppers.com/studio-x-ultimate-hold-styling-hair-gel-for-men-100ml.html,Studio X Ultimate Hold Styling Hair Gel For Men - 100ml,112,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/5/2/52._studio_x_ultimate_hold_hair_gel_100ml_1.png,0,0
1605351896-457,https://www.banglashoppers.com/,Bath & Body Shop,https://www.banglashoppers.com/bath-body-shop.html,Pepsodent - Nature Essentials Charcoal White Toothpaste -140g,https://www.banglashoppers.com/pepsodent-nature-essentials-charcoal-white-toothpaste-140g.html,Pepsodent - Nature Essentials Charcoal White Toothpaste -140g,110,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/p/c/pcw140h.jpg,0,0
1605349264-266,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Dove - Baby Sensitive Head To Toe - 200ml,https://www.banglashoppers.com/dove-baby-sensitive-head-to-toe-200ml.html,Dove - Baby Sensitive Head To Toe - 200ml,350,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/d/o/dove---baby-sensitive-head-to-toe---200ml_1.jpg,0,0
1605348443-197,https://www.banglashoppers.com/,Mens Products,https://www.banglashoppers.com/mens-products.html,Pond's Men Lightning Oil Clear All Day Bright + Fresh Icy Scrub - 100g,https://www.banglashoppers.com/pond-s-men-lightning-oil-clear-all-day-bright-fresh-icy-scrub-100g.html,Pond's Men Lightning Oil Clear All Day Bright + Fresh Icy Scrub - 100g,225,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/p/m/pmloc100h.png,0,0
1605353336-521,https://www.banglashoppers.com/,Health & Beauty Shop,https://www.banglashoppers.com/health-and-beauty.html,CloseUp - Coconut Extract + Bamboo Charcol Natural Glow Toothpaste - 140g,https://www.banglashoppers.com/closeup-coconut-extract-bamboo-charcol-natural-glow-toothpaste-140g.html,CloseUp - Coconut Extract + Bamboo Charcol Natural Glow Toothpaste - 140g,130,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/c/l/clwans80h_-01.jpg,0,0
1605348679-215,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Kodomo - Gentle Baby Bath - Age 3+ - 400ml,https://www.banglashoppers.com/kodomo-gentle-baby-bath-age-3-400ml.html,Kodomo - Gentle Baby Bath - Age 3+ - 400ml,699,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a7494.jpg,0,0
1605353703-606,https://www.banglashoppers.com/,Makeup Shop,https://www.banglashoppers.com/makeup-shop.html,Technic Superfine Matte Pressed Powder - Ochre - 10g,https://www.banglashoppers.com/technic-superfine-matte-pressed-powder-ochre-10g.html,Technic Superfine Matte Pressed Powder - Ochre - 10g,495,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/t/e/technic_superfine_matte_pressed_powder_-_ochre_-_10g.jpg,0,0
1605351182-402,https://www.banglashoppers.com/,Bath & Body Shop,https://www.banglashoppers.com/bath-body-shop.html,Lux Skin Cleansing bar Lotus and Honey 100g,https://www.banglashoppers.com/lux-botanicals-lotus-honey-soap-bar-100g.html,Lux Skin Cleansing bar Lotus and Honey 100g,40,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/l/l/llhscb100h.png,0,0
1605351415-431,https://www.banglashoppers.com/,Bath & Body Shop,https://www.banglashoppers.com/bath-body-shop.html,Dove Shampoo Healthy Grow 170ml,https://www.banglashoppers.com/dove-nourishing-secrets-healthy-ritual-for-growing-hair-shampoo-170ml.html,Dove Shampoo Healthy Grow 170ml,210,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/d/v/dvhg170ha.jpg,0,0
1605353728-610,https://www.banglashoppers.com/,Makeup Shop,https://www.banglashoppers.com/makeup-shop.html,Technic Pressed Pigment Eye Shadow Palette - Persian Violet - 30g,https://www.banglashoppers.com/technic-pressed-pigment-eye-shadow-palette-persian-violet-30g.html,Technic Pressed Pigment Eye Shadow Palette - Persian Violet - 30g,675,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/t/e/technic_pressed_pigment_eye_shadow_palette_-_persian_violet_-_30g.jpg,0,0
1605348841-238,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Kodomo Baby Shampoo 3+ 400ml,https://www.banglashoppers.com/kodomo-baby-shampoo-3-400ml.html,Kodomo Baby Shampoo 3+ 400ml,750,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a9914.jpg,0,0
1605347493-103,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,HE Advanced Grooming Body Perfume - Intense - 18ml,https://www.banglashoppers.com/he-advanced-grooming-body-perfume-intense-18ml.html,HE Advanced Grooming Body Perfume - Intense - 18ml,100,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/h/e/he_intense_18ml.jpg,0,0
1605350158-324,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Emami 7 Oils in One Black Seed - 200ml,https://www.banglashoppers.com/emami-7-oils-in-one-black-seed-200ml.html,Emami 7 Oils in One Black Seed - 200ml,225,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/b/l/black_seed_200ml.jpg,0,0
1605353831-634,https://www.banglashoppers.com/,Makeup Shop,https://www.banglashoppers.com/makeup-shop.html,Anastasia Beverly Hills Riviera Eyeshadow Palette,https://www.banglashoppers.com/anastasia-beverly-hills-riviera-eyeshadow-palette.html,Anastasia Beverly Hills Riviera Eyeshadow Palette,6450,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/a/n/anastasia-beverly-hills---riviera-eyeshadow-palette.jpg,0,0
1605347463-101,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,HE Advanced Grooming Body Perfume - Power - 40ml,https://www.banglashoppers.com/he-advanced-grooming-body-perfume-power-40ml.html,HE Advanced Grooming Body Perfume - Power - 40ml,100,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/h/e/he_power_40ml.jpg,0,0
1605354666-677,https://www.banglashoppers.com/,Hot Offers!,https://www.banglashoppers.com/hot-offers.html,L'Oreal White Perfect Day Cream SPF 17 PA++ - 50ml,https://www.banglashoppers.com/l-oreal-white-perfect-day-cream-spf-17-pa-50ml.html,L'Oreal White Perfect Day Cream SPF 17 PA++ - 50ml,999,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a7258.jpg,0,0
1605349748-300,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Johnson's Cotton Touch Newborn Baby Face and Body Lotion - 200 ml,https://www.banglashoppers.com/johnson-s-cotton-touch-newborn-baby-face-and-body-lotion-200-ml.html,Johnson's Cotton Touch Newborn Baby Face and Body Lotion - 200 ml,950,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/j/o/johnson_s_cotton_touch_newborn_baby_face_and_body_lotion_-_200_ml.jpg,0,0
1605348860-240,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Kodomo Gentle Baby Bath Age 3+ -200ml,https://www.banglashoppers.com/kodomo-gentle-baby-bath-age-3-200ml.html,Kodomo Gentle Baby Bath Age 3+ -200ml,328,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a9916.jpg,0,0
1605349797-303,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Johnson's Head to Toe Moisturizing Baby Body Lotion - 500 ml,https://www.banglashoppers.com/johnson-s-head-to-toe-moisturizing-baby-body-lotion-500-ml.html,Johnson's Head to Toe Moisturizing Baby Body Lotion - 500 ml,1350,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/j/o/johnson_s_head_to_toe_moisturizing_baby_body_lotion_-_500_ml_2_.jpg,0,0
1605353445-546,https://www.banglashoppers.com/,Health & Beauty Shop,https://www.banglashoppers.com/health-and-beauty.html,Nivea Soft Light Moisturiser Cream - 50ml,https://www.banglashoppers.com/nivea-soft-light-moisturiser-cream-50ml.html,Nivea Soft Light Moisturiser Cream - 50ml,175,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a3724-.jpg,0,0
1605352457-465,https://www.banglashoppers.com/,Bath & Body Shop,https://www.banglashoppers.com/bath-body-shop.html,Pepsodent Toothbrush Himalaya Rock Salt Soft,https://www.banglashoppers.com/pepsodent-toothbrush-himalaya-rock-salt-soft.html,Pepsodent Toothbrush Himalaya Rock Salt Soft,120,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/p/t/ptbhsh.jpg,0,0
1605344322-8,https://www.banglashoppers.com/,Home & Lifestyle,https://www.banglashoppers.com/home-lifestyle.html,Dettol Antiseptic Liquid Brown 750ml,https://www.banglashoppers.com/dettol-antiseptic-liquid-brown-750ml.html,Dettol Antiseptic Liquid Brown 750ml,233,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/8/9/8941100283233_1.jpg,0,0
1605347411-97,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,HE Advanced Grooming Body Perfume - Power - 120ml,https://www.banglashoppers.com/he-advanced-grooming-body-perfume-power-120ml.html,HE Advanced Grooming Body Perfume - Power - 120ml,300,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/h/e/he_power__120ml.jpg,0,0
1605350677-365,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Tresemme Shampoo Hair Fall Defense 185ml,https://www.banglashoppers.com/tresemme-shampoo-hair-fall-defense-185ml.html,Tresemme Shampoo Hair Fall Defense 185ml,240,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/t/h/thfds185h.jpg,0,0
1605353410-538,https://www.banglashoppers.com/,Health & Beauty Shop,https://www.banglashoppers.com/health-and-beauty.html,Lifebuoy Antibacterial Wet Wipes 48 ps,https://www.banglashoppers.com/lifebuoy-antibacterial-wet-wipes-48-ps.html,Lifebuoy Antibacterial Wet Wipes 48 ps,220,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/l/i/lifebuoy--antibacterial-wet-wipes-48-ps.jpg,0,0
1605353625-588,https://www.banglashoppers.com/,Makeup Shop,https://www.banglashoppers.com/makeup-shop.html,Absolute New York Supreme Slim Demi Matte Lipstick - Modern Garden - MLSS55 - 1.3gm,https://www.banglashoppers.com/absolute-new-york-supreme-slim-demi-matte-lipstick-modern-garden-mlss55-1-3gm.html,Absolute New York Supreme Slim Demi Matte Lipstick - Modern Garden - MLSS55 - 1.3gm,675,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/a/b/absolute_new_york_supreme_slim_demi_matte_lipstick_-_modern_garden_-_mlss55_-_1.3gm.jpg,0,0
1605344719-32,https://www.banglashoppers.com/,Fashion & Accessories,https://www.banglashoppers.com/fashion-accesories.html,Sigma - Brush Case - Black,https://www.banglashoppers.com/sigma-brush-case-black.html,Sigma - Brush Case - Black,2385,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/s/i/sigma_-_brush_case_-_black_-_1.jpg,0,0
1605348904-243,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Kodomo Baby Essential Travel Bathing Kit Age 0+ - 5 Pcs,https://www.banglashoppers.com/kodomo-baby-essential-travel-bathing-kit-age-0-5-pcs.html,Kodomo Baby Essential Travel Bathing Kit Age 0+ - 5 Pcs,1350,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a9939.jpg,0,0
1605347743-124,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,The Body Shop - Mango Body Mist - 100ml,https://www.banglashoppers.com/the-body-shop-mango-body-mist-100ml.html,The Body Shop - Mango Body Mist - 100ml,1299,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/t/h/the-body-shop---mango-body-mist---100ml-_france_-01.jpg,0,0
1605350148-323,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Emami 7 Oils in One Black Seed - 300ml,https://www.banglashoppers.com/emami-7-oils-in-one-black-seed-300ml.html,Emami 7 Oils in One Black Seed - 300ml,250,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/b/l/black_seed_300ml.jpg,0,0
1605348254-176,https://www.banglashoppers.com/,Mens Products,https://www.banglashoppers.com/mens-products.html,Nivea Men Active Clean 3 In 1 Shower Gel - 250ml,https://www.banglashoppers.com/nivea-men-active-clean-3-in-1-shower-gel-250ml.html,Nivea Men Active Clean 3 In 1 Shower Gel - 250ml,299,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/n/i/nivea_men_active_clean_3_in_1_shower_gel_-_250ml.jpg,0,0
1605351667-445,https://www.banglashoppers.com/,Bath & Body Shop,https://www.banglashoppers.com/bath-body-shop.html,Lifebuoy - 100% Stronger Germ Protection Care Soap - 150g,https://www.banglashoppers.com/lifebuoy-100-stronger-germ-protection-care-soap-150g.html,Lifebuoy - 100% Stronger Germ Protection Care Soap - 150g,45,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/l/b/lbcsb150h.jpg,0,0
1605350362-340,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Parachute - Coconut Oil - 400ml,https://www.banglashoppers.com/parachute-coconut-oil-400ml.html,Parachute - Coconut Oil - 400ml,210,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a1561_1.jpg,0,0
1605353697-605,https://www.banglashoppers.com/,Makeup Shop,https://www.banglashoppers.com/makeup-shop.html,Technic Magic Mist Illuminating Setting Spray - Iridescent - 80ml,https://www.banglashoppers.com/technic-magic-mist-illuminating-setting-spray-iridescent-80ml.html,Technic Magic Mist Illuminating Setting Spray - Iridescent - 80ml,540,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/t/e/technic_magic_mist_illuminating_setting_spray_-_iridescent_-_80ml.jpg,0,0
1605347204-82,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,Nivea Men Whitening Deodorant Roll On - 50ml,https://www.banglashoppers.com/nivea-men-whitening-deodorant-roll-on-50ml.html,Nivea Men Whitening Deodorant Roll On - 50ml,200,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/1/_/1_5_1.jpg,0,0
1605353553-571,https://www.banglashoppers.com/,Makeup Shop,https://www.banglashoppers.com/makeup-shop.html,L'Oreal Fine Flowers Cleansing Milk For Dry & Sensitive Skin - 200ml,https://www.banglashoppers.com/l-oreal-fine-flowers-cleansing-milk-for-dry-sensitive-skin-200ml.html,L'Oreal Fine Flowers Cleansing Milk For Dry & Sensitive Skin - 200ml,750,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/l/_/l_oreal_fine_flowers_cleansing_milk_-_200ml.jpg,0,0
1605351044-388,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Dove Shampoo Environmental Defense 340ml,https://www.banglashoppers.com/dove-shampoo-environmental-defense-340ml.html,Dove Shampoo Environmental Defense 340ml,296,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/d/o/dove_shampoo_environmental_defense_340ml1.jpg,0,0
1605347627-116,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,Axe - Signature Intense Body Perfume Ticket - 17ml,https://www.banglashoppers.com/axe-signature-intense-body-perfume-ticket-17ml.html,Axe - Signature Intense Body Perfume Ticket - 17ml,120,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/a/x/axe_-_signature_intense_body_perfume_ticket_-17ml_1.jpg,0,0
1605348241-173,https://www.banglashoppers.com/,Mens Products,https://www.banglashoppers.com/mens-products.html,Nivea Men Extra White Anti Dark Spots Foam - 100gm,https://www.banglashoppers.com/nivea-men-extra-white-anti-dark-spots-foam-100gm.html,Nivea Men Extra White Anti Dark Spots Foam - 100gm,260,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/n/i/nivea-men-extra-white-anti-dark-spots-foam----100gm.jpg,0,0
1605354578-667,https://www.banglashoppers.com/,Hot Offers!,https://www.banglashoppers.com/hot-offers.html,Simple Refreshing Facial Wash Gel 150ml,https://www.banglashoppers.com/simple-refreshing-facial-wash-gel-150ml.html,Simple Refreshing Facial Wash Gel 150ml,595,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/s/i/simple_refreshing_facial_wash_gel_-_150ml.jpg,0,0
1605346249-63,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,Ossum Mini Perfume Body Spray Teaser For Women - 25ml,https://www.banglashoppers.com/ossum-mini-perfume-body-spray-teaser-for-women-25ml.html,Ossum Mini Perfume Body Spray Teaser For Women - 25ml,108,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/o/s/ossum_mini_perfume_body_spray_teaser_for_women_-_25ml.jpg,0,0
1605347973-148,https://www.banglashoppers.com/,Mens Products,https://www.banglashoppers.com/mens-products.html,Garnier Men Acni Fight Pimple Clearing Fairness Cream - 20g,https://www.banglashoppers.com/garnier-men-acni-fight-pimple-clearing-fairness-cream-20g.html,Garnier Men Acni Fight Pimple Clearing Fairness Cream - 20g,120,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/g/a/garnier_men_acni_fight_pimple_clearing_fairness_cream_-_20g.jpg,0,0
1605349458-279,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Johnson's Baby Moisture Wash with Shea & Cocoa Butter - 500 ml,https://www.banglashoppers.com/johnson-s-baby-moisture-wash-with-shea-cocoa-butter-500-ml.html,Johnson's Baby Moisture Wash with Shea & Cocoa Butter - 500 ml,1499,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/j/o/johnson_s_baby_moisture_wash_with_shea_cocoa_butter_-_500_ml.jpg,0,0
1605353321-517,https://www.banglashoppers.com/,Health & Beauty Shop,https://www.banglashoppers.com/health-and-beauty.html,The Body Shop - Olive Nourishing Body Butter - 200ml,https://www.banglashoppers.com/the-body-shop-olive-nourishing-body-butter-200ml.html,The Body Shop - Olive Nourishing Body Butter - 200ml,1550,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/t/h/the_body_shop_-_olive_nourishing_body_butter_-_200ml_germany_013.jpg,0,0
1605348306-185,https://www.banglashoppers.com/,Mens Products,https://www.banglashoppers.com/mens-products.html,Nivea - Men Protect & Care Replenishing Post Shave Balm - 100ml,https://www.banglashoppers.com/nivea-men-protect-care-replenishing-post-shave-balm-100ml.html,Nivea - Men Protect & Care Replenishing Post Shave Balm - 100ml,375,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/n/i/nivea_-_men_protect_care_replenishing_post_shave_balm_-_100ml.jpg,0,0
