web-scraper-order,web-scraper-start-url,Category,Category-href,products-link,products-link-href,products-name,products-price,products-image-src,products-rating,products-review
1605350216-328,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Emami 7 Oils in One Pumpkin plus - 100ml,https://www.banglashoppers.com/emami-7-oils-in-one-pumpkin-plus-100ml.html,Emami 7 Oils in One Pumpkin plus - 100ml,90,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/p/u/pumpkin_100ml.jpg,0,0
1605349006-249,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Kodomo Professional Children Milk Teeth Toothbrush Age 3-6 Yrs - Blue,https://www.banglashoppers.com/kodomo-professional-children-milk-teeth-toothbrush-age-3-6-yrs-blue.html,Kodomo Professional Children Milk Teeth Toothbrush Age 3-6 Yrs - Blue,164,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a0011.jpg,0,0
1605347038-74,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,Gucci - Memoire Eau De Parfum For Women - 100mi,https://www.banglashoppers.com/gucci-memoire-eau-de-parfum-for-women-100mi.html,Gucci - Memoire Eau De Parfum For Women - 100mi,10485,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/g/u/gucci_-_memoire_eau_de_parfum_for_women_-_100mi_germany_.jpg,0,0
1605353382-531,https://www.banglashoppers.com/,Health & Beauty Shop,https://www.banglashoppers.com/health-and-beauty.html,Dove - Go Fresh Pomegranate Roll-On Anti-Perspirant Deodorant - 50ml,https://www.banglashoppers.com/dove-go-fresh-pomegranate-roll-on-anti-perspirant-deodorant-50ml.html,Dove - Go Fresh Pomegranate Roll-On Anti-Perspirant Deodorant - 50ml,400,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/d/o/dove_-_go_fresh_pomegranate_roll-on_anti-perspirant_deodorant_-_50ml.jpg,0,0
1605348923-244,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Kodomo Grape Flavor Children's Toothpaste - 40g,https://www.banglashoppers.com/kodomo-grape-flavor-children-s-toothpaste-40g.html,Kodomo Grape Flavor Children's Toothpaste - 40g,112,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a9905.jpg,0,0
1605349343-271,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Johnson's Baby Cotton Touch Wipes 56 Pieces,https://www.banglashoppers.com/johnson-s-baby-cotton-touch-wipes-56-pieces.html,Johnson's Baby Cotton Touch Wipes 56 Pieces,450,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/0/1/01_2_.jpg,0,0
1605351244-413,https://www.banglashoppers.com/,Bath & Body Shop,https://www.banglashoppers.com/bath-body-shop.html,Aveeno Skin Relief Dry Skin Body Wash - Chamomile - 532ml,https://www.banglashoppers.com/aveeno-skin-relief-dry-skin-body-wash-chamomile-532ml.html,Aveeno Skin Relief Dry Skin Body Wash - Chamomile - 532ml,1899,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/a/v/aveeno-chamomile-scented-18-fl-oz.-01.jpg,0,0
1605354840-695,https://www.banglashoppers.com/,Hot Offers!,https://www.banglashoppers.com/hot-offers.html,Everyday Lipstick - Combo 01,https://www.banglashoppers.com/everyday-lipstick-combo-01.html,Everyday Lipstick - Combo 01,999,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/e/v/everyday-lipstick-combo-01.jpg,0,0
1605350406-344,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Ogx - Renewing Argan Oil Of Morocco Extra Pnetrating Oil - 100ml,https://www.banglashoppers.com/ogx-renewing-argan-oil-of-morocco-extra-pnetrating-oil-100ml.html,Ogx - Renewing Argan Oil Of Morocco Extra Pnetrating Oil - 100ml,1250,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a1587_1.jpg,0,0
1605350351-338,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Emami - Kesh King Plus Herbal Hair Oil - 100ml,https://www.banglashoppers.com/emami-kesh-king-plus-herbal-hair-oil-100ml.html,Emami - Kesh King Plus Herbal Hair Oil - 100ml,175,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/e/m/emami_kesh_kingplus_harbal_hair_oil_100ml.png,0,0
1605351706-448,https://www.banglashoppers.com/,Bath & Body Shop,https://www.banglashoppers.com/bath-body-shop.html,Lifebuoy - 100% Stronger Germ ProtectionTotal 10 Soap - 100g,https://www.banglashoppers.com/lifebuoy-100-stronger-germ-protectiontotal-10-soap-100g.html,Lifebuoy - 100% Stronger Germ ProtectionTotal 10 Soap - 100g,32,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/l/f/lftsb100h.jpg,0,0
1605353441-545,https://www.banglashoppers.com/,Health & Beauty Shop,https://www.banglashoppers.com/health-and-beauty.html,Nivea Soft Light Moisturiser Cream - 100ml,https://www.banglashoppers.com/nivea-soft-light-moisturiser-cream-100ml.html,Nivea Soft Light Moisturiser Cream - 100ml,300,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a3724.jpg,0,0
1605349986-312,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Pantene - Pro-V Advanced Hairfall Solution Hairfall Control Shampoo - 180ml,https://www.banglashoppers.com/pantene-pro-v-advanced-hairfall-solution-hairfall-control-shampoo-180ml.html,Pantene - Pro-V Advanced Hairfall Solution Hairfall Control Shampoo - 180ml,210,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/p/a/pantene_-_pro-v_advanced_hairfall_solution_hairfall_control_shampoo_-_180ml_2_.jpg,0,0
1605354774-685,https://www.banglashoppers.com/,Hot Offers!,https://www.banglashoppers.com/hot-offers.html,Argan Oil Night Repair Serum 50ml Combo 2,https://www.banglashoppers.com/argan-oil-night-repair-serum-50ml-combo-2.html,Argan Oil Night Repair Serum 50ml Combo 2,399,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/a/r/argan-oil-night-repair-serum---50ml_1.jpg,0,0
1605353503-559,https://www.banglashoppers.com/,Makeup Shop,https://www.banglashoppers.com/makeup-shop.html,Technic Pro Pigment Loose Eye Shadow Powder - Fairy Dust,https://www.banglashoppers.com/technic-pro-pigment-loose-eye-shadow-powder-fairy-dust.html,Technic Pro Pigment Loose Eye Shadow Powder - Fairy Dust,350,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/t/e/technic_pro_pigment_loose_eye_shadow_powder_-_fairy_dust.jpg,0,0
1605348665-214,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Kodomo - Head To Toe Wash - New Born - 400ml,https://www.banglashoppers.com/kodomo-head-to-toe-wash-new-born-400ml.html,Kodomo - Head To Toe Wash - New Born - 400ml,699,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a7228.jpg,0,0
1605350796-373,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Clear Shampoo Anti Hairfall Anti Dandruff 180ml,https://www.banglashoppers.com/clear-shampoo-anti-hairfall-anti-dandruff-180ml.html,Clear Shampoo Anti Hairfall Anti Dandruff 180ml,200,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/c/l/clah180h.jpg,0,0
1605353807-629,https://www.banglashoppers.com/,Makeup Shop,https://www.banglashoppers.com/makeup-shop.html,W7 Gotta Glow Translucent Luminous Setting Powder - 15g,https://www.banglashoppers.com/w7-gotta-glow-translucent-luminous-setting-powder-15g.html,W7 Gotta Glow Translucent Luminous Setting Powder - 15g,675,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/w/7/w7_gotta_glow_translucent_luminous_setting_powder_-_15g.jpg,0,0
1605352486-467,https://www.banglashoppers.com/,Bath & Body Shop,https://www.banglashoppers.com/bath-body-shop.html,Parachute Skin Pure Natural White Skin Lotion 200ml,https://www.banglashoppers.com/parachute-skin-pure-natural-white-skin-lotion-200ml.html,Parachute Skin Pure Natural White Skin Lotion 200ml,190,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/p/a/parachute_skinpure_skin_lotion_natural_white_200ml_50ml_parachute_petroleum_jelly.png,0,0
1605344298-2,https://www.banglashoppers.com/,Home & Lifestyle,https://www.banglashoppers.com/home-lifestyle.html,Harpic Toilet Cleaning Liquid Fresh Citrus 500ml,https://www.banglashoppers.com/harpic-toilet-cleaning-liquid-fresh-citrus-500ml.html,Harpic Toilet Cleaning Liquid Fresh Citrus 500ml,105,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/8/9/8941100284445.jpg,0,0
1605351386-427,https://www.banglashoppers.com/,Bath & Body Shop,https://www.banglashoppers.com/bath-body-shop.html,Neutrogena Oil-Free Pink Grapefruit Pore Cleansing Salicylic Acid Acne Wash - 177ml,https://www.banglashoppers.com/neutrogena-oil-free-acne-salicylic-acid-face-scrub-124ml-1.html,Neutrogena Oil-Free Pink Grapefruit Pore Cleansing Salicylic Acid Acne Wash - 177ml,1399,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/n/e/neutrogena-acne-wash-pink-grapefruit-6-ounce-pump-_177ml_-01.jpg,0,0
1605346547-66,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,Ossum Mini Perfume Body Spray Appeal For Women - 25ml,https://www.banglashoppers.com/ossum-mini-perfume-body-spray-appeal-for-women-25ml.html,Ossum Mini Perfume Body Spray Appeal For Women - 25ml,108,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/o/s/ossum_mini_perfume_body_spray_appeal_for_women_-_25ml.jpg,0,0
1605353176-483,https://www.banglashoppers.com/,Health & Beauty Shop,https://www.banglashoppers.com/health-and-beauty.html,Aveeno Baby Calming Comfort Lavender & Vanilla Lotion - 227gm,https://www.banglashoppers.com/aveeno-baby-calming-comfort-lavender-vanilla-lotion-227gm.html,Aveeno Baby Calming Comfort Lavender & Vanilla Lotion - 227gm,1250,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/a/v/aveeno-calming-comfort_-lotion-lavender_vanilla-scent-8-fl-oz--1.jpg,0,0
1605344786-42,https://www.banglashoppers.com/,Grooming Shop,https://www.banglashoppers.com/grooming-shop.html,Nivea Men Protect & Care Shaving Foam With Aloe Vera - 200ml,https://www.banglashoppers.com/nivea-men-protect-care-shaving-foam-with-aloe-vera-200ml.html,Nivea Men Protect & Care Shaving Foam With Aloe Vera - 200ml,325,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a1764.jpg,0,0
1605350623-360,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Sunsilk Shampoo Hair Fall Solution 180ml,https://www.banglashoppers.com/sunsilk-shampoo-hair-fall-solution-180ml.html,Sunsilk Shampoo Hair Fall Solution 180ml,185,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/s/s/sshfr180h.jpg,0,0
1605349086-251,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Kodomo Professional Children Permanent Teeth Toothbrush Age 6 Yrs - Yellow,https://www.banglashoppers.com/kodomo-professional-children-permanent-teeth-toothbrush-age-6-yrs-yellow.html,Kodomo Professional Children Permanent Teeth Toothbrush Age 6 Yrs - Yellow,164,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a9897.jpg,0,0
1605353519-563,https://www.banglashoppers.com/,Makeup Shop,https://www.banglashoppers.com/makeup-shop.html,W7 Metal Flash Metallic Glitter Eyeliner - Glam Bam,https://www.banglashoppers.com/w7-metal-flash-metallic-glitter-eyeliner-glam-bam.html,W7 Metal Flash Metallic Glitter Eyeliner - Glam Bam,350,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/w/7/w7_metal_flash_metallic_glitter_eyeliner_-_glam_bam.jpg,0,0
1605351692-447,https://www.banglashoppers.com/,Bath & Body Shop,https://www.banglashoppers.com/bath-body-shop.html,Lifebuoy - 100% Stronger Germ Protection Lemon Fresh Soap - 100g,https://www.banglashoppers.com/lifebuoy-100-stronger-germ-protection-lemon-fresh-soap-100g.html,Lifebuoy - 100% Stronger Germ Protection Lemon Fresh Soap - 100g,32,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/l/b/lblfsb100h.jpg,0,0
1605353239-498,https://www.banglashoppers.com/,Health & Beauty Shop,https://www.banglashoppers.com/health-and-beauty.html,Neutrogena Hydro Boost Gentle Exfoliating with Hyaluronic Acid Facial Cleanser,https://www.banglashoppers.com/neutrogena-hydro-boost-gentle-exfoliating-with-hyaluronic-acid-facial-cleanser.html,Neutrogena Hydro Boost Gentle Exfoliating with Hyaluronic Acid Facial Cleanser,1299,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/0/1/01_8.jpg,0,0
1605351059-389,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Parachute Advansed Beliphool & Coconut Hair Oil 300ml,https://www.banglashoppers.com/parachute-advansed-beliphool-coconut-hair-oil-300ml.html,Parachute Advansed Beliphool & Coconut Hair Oil 300ml,200,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/8/_/8._parachute_hair_oil_advansed_beliphool_300ml.png,0,0
1605353689-603,https://www.banglashoppers.com/,Makeup Shop,https://www.banglashoppers.com/makeup-shop.html,Technic False Nails With Glue - Squareletto Matte Nude - 24 Pcs,https://www.banglashoppers.com/technic-false-nails-with-glue-squareletto-matte-nude-24-pcs.html,Technic False Nails With Glue - Squareletto Matte Nude - 24 Pcs,364.5,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/t/e/technic_false_nails_with_glue_-_squareletto_matte_nude_-_24_pcs.jpg,0,0
1605348986-248,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Kodomo Sofr & Slim Griffy Baby Toothbrush Age 9-12 Yrs - Yellow,https://www.banglashoppers.com/kodomo-sofr-slim-griffy-baby-toothbrush-age-9-12-yrs-yellow.html,Kodomo Sofr & Slim Griffy Baby Toothbrush Age 9-12 Yrs - Yellow,123,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a7226_2.jpg,0,0
1605354580-668,https://www.banglashoppers.com/,Hot Offers!,https://www.banglashoppers.com/hot-offers.html,Simple Moisturising Facial Wash 150ml,https://www.banglashoppers.com/simple-moisturising-facial-wash-150ml.html,Simple Moisturising Facial Wash 150ml,595,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/s/i/simple_moisturising_face_wash_-_150ml.jpg,0,0
1605344372-20,https://www.banglashoppers.com/,Home & Lifestyle,https://www.banglashoppers.com/home-lifestyle.html,Lizol Floor Cleaner Floral Disinfectant Surface Cleaner 5 litre,https://www.banglashoppers.com/lizol-floor-cleaner-floral-disinfectant-surface-cleaner-5-litre.html,Lizol Floor Cleaner Floral Disinfectant Surface Cleaner 5 litre,1150,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/l/i/lizol_-_disinfectant_surfce_cleaner_floral_-_5ltr.jpg,0,0
1605351405-430,https://www.banglashoppers.com/,Bath & Body Shop,https://www.banglashoppers.com/bath-body-shop.html,Lux - Soft Glowing Skin Rose & Vitamin E Soap - 100g,https://www.banglashoppers.com/lux-soft-glowing-skin-rose-vitamin-e-soap-100g.html,Lux - Soft Glowing Skin Rose & Vitamin E Soap - 100g,35,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/l/u/lux-soft-touch-silk-essence-_-rose-water-soap-bar_-3x150g.jpg,0,0
1605354813-690,https://www.banglashoppers.com/,Hot Offers!,https://www.banglashoppers.com/hot-offers.html,Oil Free Skin Combo 001,https://www.banglashoppers.com/oil-free-skin-combo-001.html,Oil Free Skin Combo 001,3199,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/o/i/oily-skincare-routine.jpg,0,0
1605344294-1,https://www.banglashoppers.com/,Home & Lifestyle,https://www.banglashoppers.com/home-lifestyle.html,Harpic Toilet Cleaning Liquid Original 750ml,https://www.banglashoppers.com/harpic-toilet-cleaning-liquid-original-750ml.html,Harpic Toilet Cleaning Liquid Original 750ml,130,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/8/9/8901396175025.jpg,0,0
1605353396-535,https://www.banglashoppers.com/,Health & Beauty Shop,https://www.banglashoppers.com/health-and-beauty.html,Nivea Combo 23 - Light Moisturizer & Lip Balm (Soft Cream + Original Care) 50+5.5 ml,https://www.banglashoppers.com/nivea-combo-23-light-moisturizer-lip-balm-soft-cream-original-care-50-5-5-ml.html,Nivea Combo 23 - Light Moisturizer & Lip Balm (Soft Cream + Original Care) 50+5.5 ml,349,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/c/o/combo-23.jpg,0,0
1605353667-598,https://www.banglashoppers.com/,Makeup Shop,https://www.banglashoppers.com/makeup-shop.html,Technic Colour Fix 2 in 1 Powder Plus Foundation - Biscuit - 12g,https://www.banglashoppers.com/technic-colour-fix-2-in-1-powder-plus-foundation-biscuit-12g.html,Technic Colour Fix 2 in 1 Powder Plus Foundation - Biscuit - 12g,585,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/t/e/technic_colour_fix_2_in_1_powder_plus_foundation_-_biscuit_-_12g_2_.jpg,0,0
1605353886-644,https://www.banglashoppers.com/,Editors Choice,https://www.banglashoppers.com/editors-choice.html,Absolute New York - Waterproof Gel Eye Liner - Black - NFB78 - 1.1gm,https://www.banglashoppers.com/absolute-new-york-waterproof-gel-eye-liner-black-nfb78-1-1gm.html,Absolute New York - Waterproof Gel Eye Liner - Black - NFB78 - 1.1gm,450,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/a/b/abny_-_waterproof_gel_eyeliner_-_black.jpg,0,0
1605350733-369,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Dove Shampoo Nourishing Oil Care 170ml,https://www.banglashoppers.com/dove-nutritive-solution-nourishing-oil-care-for-frizzy-dry-hair-shampoo-170ml.html,Dove Shampoo Nourishing Oil Care 170ml,210,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/d/v/dvnos170h.jpg.jpg,0,0
1605347824-133,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,Ossum Deodorant Roll On For Women - Passion - 50ml,https://www.banglashoppers.com/ossum-deodorant-roll-on-for-women-passion-50ml.html,Ossum Deodorant Roll On For Women - Passion - 50ml,180,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/o/s/ossum_deodorant_roll_on_for_women_-_passion_-_50ml.jpg,0,0
1605353252-501,https://www.banglashoppers.com/,Health & Beauty Shop,https://www.banglashoppers.com/health-and-beauty.html,Ponds Day Cream White Beauty 50g,https://www.banglashoppers.com/ponds-day-cream-white-beauty-50g.html,Ponds Day Cream White Beauty 50g,160,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/p/n/pnwb50h.jpg,0,0
1605349155-257,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Pampers - Baby Dry Pants Active Baby Small 3-8 Kg - 22 Pants,https://www.banglashoppers.com/pampers-baby-dry-pants-active-baby-small-3-8-kg-22-pants.html,Pampers - Baby Dry Pants Active Baby Small 3-8 Kg - 22 Pants,760,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/p/a/pampers---baby-dry-pants-active-baby-small-3-8-kg---22-pants.jpg,0,0
1605348262-178,https://www.banglashoppers.com/,Mens Products,https://www.banglashoppers.com/mens-products.html,Nivea Men All-In-1 Charcoal Face Wash - 50g,https://www.banglashoppers.com/nivea-men-all-in-1-charcoal-face-wash-50g.html,Nivea Men All-In-1 Charcoal Face Wash - 50g,175,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/n/i/nivea-men-all-in-1-charcoal-face-wash---50g.jpg,0,0
1605347571-112,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,Axe combo 02 - Body Spray (Black + You) - 150+150 ml,https://www.banglashoppers.com/axe-combo-02-body-spray-black-you-150-150-ml.html,Axe combo 02 - Body Spray (Black + You) - 150+150 ml,225,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/1/_/1._axe_black_deodorant_150ml_axe_you_deodorant_150ml_free.jpg,0,0
1605349164-259,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,ACI - Anti Bacterial Twinkle Baby Wipes - 120 Pcs,https://www.banglashoppers.com/aci-anti-bacterial-twinkle-baby-wipes-120-pcs.html,ACI - Anti Bacterial Twinkle Baby Wipes - 120 Pcs,200,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/t/w/twinkle_baby_wipes_jar_120pcs.jpg,0,0
1605347785-130,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,Ossum Deodorant Roll On For Women - Cherish - 50ml,https://www.banglashoppers.com/ossum-deodorant-roll-on-for-women-cherish-50ml.html,Ossum Deodorant Roll On For Women - Cherish - 50ml,180,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/o/s/ossum_deodorant_roll_on_for_women_-_cherish_-_50ml.jpg,0,0
1605351811-452,https://www.banglashoppers.com/,Bath & Body Shop,https://www.banglashoppers.com/bath-body-shop.html,Clinic Plus Shampoo Strong and Long 80ml,https://www.banglashoppers.com/clinic-plus-shampoo-strong-and-long-80ml.html,Clinic Plus Shampoo Strong and Long 80ml,70,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/c/p/cpsl80h.jpg,0,0
1605347757-126,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,The Body Shop - Satsuma Body Mist - 100ml,https://www.banglashoppers.com/the-body-shop-satsuma-body-mist-100ml.html,The Body Shop - Satsuma Body Mist - 100ml,1299,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/t/h/the-body-shop---satsuma-body-mist---100ml-_france_.jpg,0,0
1605348694-216,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Kodomo - Baby Shampoo - New Born - 400ml,https://www.banglashoppers.com/kodomo-baby-shampoo-new-born-400ml-thailand.html,Kodomo - Baby Shampoo - New Born - 400ml,699,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/4/w/4w9a7226.jpg,0,0
1605353633-590,https://www.banglashoppers.com/,Makeup Shop,https://www.banglashoppers.com/makeup-shop.html,Absolute New York Supreme Slim Demi Matte Lipstick - La Reina - MLSS57 - 1.3gm,https://www.banglashoppers.com/absolute-new-york-supreme-slim-demi-matte-lipstick-la-reina-mlss57-1-3gm.html,Absolute New York Supreme Slim Demi Matte Lipstick - La Reina - MLSS57 - 1.3gm,675,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/a/b/absolute_new_york_supreme_slim_demi_matte_lipstick_-_la_reina_-_mlss57_-_1.3gm.jpg,0,0
1605351123-394,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Tresemme Shampoo Keratin Smooth 580ml - Free Dove Beauty Cream 150ml,https://www.banglashoppers.com/tresemme-shampoo-keratin-smooth-580ml-free-dove-beauty-cream-150ml.html,Tresemme Shampoo Keratin Smooth 580ml - Free Dove Beauty Cream 150ml,630,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/8/9/8941102312054.jpg,0,0
1605353605-583,https://www.banglashoppers.com/,Makeup Shop,https://www.banglashoppers.com/makeup-shop.html,Absolute New York Pre Glued Divine Magic Quick Eye Lashes - EDL13 Bia,https://www.banglashoppers.com/absolute-new-york-pre-glued-divine-magic-quick-eye-lashes-edl13-bia.html,Absolute New York Pre Glued Divine Magic Quick Eye Lashes - EDL13 Bia,750,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/a/b/absolute_new_york_pre_glued_divine_magic_quick_lashes_-_edl13_bia.jpg,0,0
1605351135-395,https://www.banglashoppers.com/,Hair Care Shop,https://www.banglashoppers.com/hair-care-shop.html,Tresemme Shampoo Hair Fall Defense 580ml - Free Dove Beauty Cream 150ml,https://www.banglashoppers.com/tresemme-shampoo-hair-fall-defense-580ml-free-dove-beauty-cream-150ml.html,Tresemme Shampoo Hair Fall Defense 580ml - Free Dove Beauty Cream 150ml,630,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/8/9/8941102312061.jpg,0,0
1605347885-138,https://www.banglashoppers.com/,Perfume Shop,https://www.banglashoppers.com/perfume-shop.html,Ossum Fragrance Body Mist Spray - Peach - 120ml,https://www.banglashoppers.com/ossum-fragrance-body-mist-spray-peach-120ml.html,Ossum Fragrance Body Mist Spray - Peach - 120ml,270,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/o/s/ossum_fragrance_body_mist_spray_-_peach_-_120ml.jpg,0,0
1605349277-267,https://www.banglashoppers.com/,Kids & Baby Shop,https://www.banglashoppers.com/kids-baby-shop.html,Dove - Baby Rich Moisture Head To Toe Wash - 200ml,https://www.banglashoppers.com/dove-baby-rich-moisture-head-to-toe-wash-200ml.html,Dove - Baby Rich Moisture Head To Toe Wash - 200ml,350,https://www.banglashoppers.com/pub/media/catalog/product/cache/062dabb9f46bd1e82f1111822ddf9f84/d/o/dove---baby-rich-moisture-head-to-toe-wash---200ml.jpg,0,0
