web-scraper-order,web-scraper-start-url,category,category-href,products-link,products-link-href,products-name,products-price,products-image-src,products-rating
1605179088-330,https://www.pickaboo.com/,Smartphones,https://www.pickaboo.com/smartphone.html,Huawei Y8p 6GB/128GB,https://www.pickaboo.com/huawei-y8p-6gb-128gb.html,Huawei Y8p 6GB/128GB,25499,https://b2b-pickaboocdn.s3-ap-southeast-1.amazonaws.com/media/catalog/product/cache/c9c3ae6e3f78df4924e8b3b9bf50d8e7/h/u/huawei-y8p-6gb-128gb-new-content-image.jpg,0
1605178800-304,https://www.pickaboo.com/,Electronics & Appliances,https://www.pickaboo.com/electronics-appliances.html,Livpure Platino Copper Water Purifier,https://www.pickaboo.com/livpure-platino-copper-water-purifier.html,Livpure Platino Copper Water Purifier,31000,https://b2b-pickaboocdn.s3-ap-southeast-1.amazonaws.com/media/catalog/product/cache/c9c3ae6e3f78df4924e8b3b9bf50d8e7/l/i/livpure-platino-copper-water-purifier.jpg,0
1605179063-327,https://www.pickaboo.com/,Smartphones,https://www.pickaboo.com/smartphone.html,OPPO A12 3GB/32GB,https://www.pickaboo.com/oppo-a12-3gb-32gb.html,OPPO A12 3GB/32GB,10990,https://b2b-pickaboocdn.s3-ap-southeast-1.amazonaws.com/media/catalog/product/cache/c9c3ae6e3f78df4924e8b3b9bf50d8e7/o/p/oppo-a12-3gb-32gb-new-content-image.jpg,4
1605178348-241,https://www.pickaboo.com/,Lifestyle,https://www.pickaboo.com/lifestyle.html,PRITECH PR-2046 Professional Multipurpose Trimmer for Men,https://www.pickaboo.com/pritech-pr-2046-professional-multipurpose-trimmer-for-men.html,PRITECH PR-2046 Professional Multipurpose Trimmer for Men,1999,https://b2b-pickaboocdn.s3-ap-southeast-1.amazonaws.com/media/catalog/product/cache/c9c3ae6e3f78df4924e8b3b9bf50d8e7/2/0/2046-1.jpg,0
1605178583-273,https://www.pickaboo.com/,Accessories,https://www.pickaboo.com/#,Hp Laserjet Pro M135wifi multination Printer,https://www.pickaboo.com/hp-laserjet-pro-m135w-printer.html,Hp Laserjet Pro M135wifi multination Printer,13500,https://b2b-pickaboocdn.s3-ap-southeast-1.amazonaws.com/media/catalog/product/cache/c9c3ae6e3f78df4924e8b3b9bf50d8e7/w/i/wifi_version_1__1.jpg,0
1605178794-303,https://www.pickaboo.com/,Electronics & Appliances,https://www.pickaboo.com/electronics-appliances.html,Instant Hot Water Tap with Digital Display,https://www.pickaboo.com/instant-hot-water-tap-with-digital-display.html,Instant Hot Water Tap with Digital Display,1750,https://b2b-pickaboocdn.s3-ap-southeast-1.amazonaws.com/media/catalog/product/cache/c9c3ae6e3f78df4924e8b3b9bf50d8e7/w/a/wahser.jpg,0
1605178600-276,https://www.pickaboo.com/,Accessories,https://www.pickaboo.com/#,TEAM C175 64GB 3.0 USB Pen Drive - Black,https://www.pickaboo.com/team-c175-64gb-3-0-usb-pen-drive-black.html,TEAM C175 64GB 3.0 USB Pen Drive - Black,750,https://b2b-pickaboocdn.s3-ap-southeast-1.amazonaws.com/media/catalog/product/cache/c9c3ae6e3f78df4924e8b3b9bf50d8e7/t/e/team-c175-64gb-3.0-usb-pen-drive---black.jpg,0
1605178508-262,https://www.pickaboo.com/,Accessories,https://www.pickaboo.com/#,"Xiaomi 4S 55"" 4K Smart HDR EU Version LED TV Global Version",https://www.pickaboo.com/xiaomi-4s-55-4k-smart-hdr-eu-version-led-tv-global-version.html,"Xiaomi 4S 55"" 4K Smart HDR EU Version LED TV Global Version",62290,https://b2b-pickaboocdn.s3-ap-southeast-1.amazonaws.com/media/catalog/product/cache/c9c3ae6e3f78df4924e8b3b9bf50d8e7/5/5/55_inch_mov.jpg,0
1605178665-285,https://www.pickaboo.com/,Accessories,https://www.pickaboo.com/#,Samsung Galaxy Note 10 Lite,https://www.pickaboo.com/samsung-galaxy-note10-lite.html,Samsung Galaxy Note 10 Lite,44999,https://b2b-pickaboocdn.s3-ap-southeast-1.amazonaws.com/media/catalog/product/cache/c9c3ae6e3f78df4924e8b3b9bf50d8e7/s/a/samsung-galaxy-note-10-lite-new-content-image.jpg,4.7
1605179140-334,https://www.pickaboo.com/,Smartphones,https://www.pickaboo.com/smartphone.html,OPPO F17 8GB/128GB,https://www.pickaboo.com/oppo-f17-8gb-128gb.html,OPPO F17 8GB/128GB,22990,https://b2b-pickaboocdn.s3-ap-southeast-1.amazonaws.com/media/catalog/product/cache/c9c3ae6e3f78df4924e8b3b9bf50d8e7/o/p/oppo-f17-8gb-128gb-final-content-image.jpg,null
1605178536-266,https://www.pickaboo.com/,Accessories,https://www.pickaboo.com/#,BOSCH GCM28VW20M Serie 6 Chest Freezer,https://www.pickaboo.com/bosch-gcm28vw20m-serie-6-chest-freezer.html,BOSCH GCM28VW20M Serie 6 Chest Freezer,30490,https://b2b-pickaboocdn.s3-ap-southeast-1.amazonaws.com/media/catalog/product/cache/c9c3ae6e3f78df4924e8b3b9bf50d8e7/b/o/bosch-gcm28vw20m-serie-6-chest-freezer.jpg,4.7
1605178443-253,https://www.pickaboo.com/,Lifestyle,https://www.pickaboo.com/lifestyle.html,Skmei 9217BLSL Fashion Wristwatch for Men,https://www.pickaboo.com/skmei-9217blsl-fashion-wristwatch-for-men.html,Skmei 9217BLSL Fashion Wristwatch for Men,1800,https://b2b-pickaboocdn.s3-ap-southeast-1.amazonaws.com/media/catalog/product/cache/c9c3ae6e3f78df4924e8b3b9bf50d8e7/9/2/9217-silver-metal.jpg,0
1605179012-322,https://www.pickaboo.com/,Feature Phones,https://www.pickaboo.com/feature-phone.html,Nokia 220 4G DS,https://www.pickaboo.com/nokia-220-4g.html,Nokia 220 4G DS,3999,https://b2b-pickaboocdn.s3-ap-southeast-1.amazonaws.com/media/catalog/product/cache/c9c3ae6e3f78df4924e8b3b9bf50d8e7/n/o/nokia-220-basee.jpg,3.8
1605178622-279,https://www.pickaboo.com/,Accessories,https://www.pickaboo.com/#,Amazfit GTR 47mm Smart Watch Global Version,https://www.pickaboo.com/amazfit-gtr-47mm-smart-watch-global-version.html,Amazfit GTR 47mm Smart Watch Global Version,9890,https://b2b-pickaboocdn.s3-ap-southeast-1.amazonaws.com/media/catalog/product/cache/c9c3ae6e3f78df4924e8b3b9bf50d8e7/a/m/amazfit-gtr-47mm-aluminium-alloy-smart-watch-global-version.jpg,4.9
